"MicB","MicP","n","Mean","SD","SE","CI95_low","CI95_high"
"Abs","Abs",10,0.020574635,0.000607641509604507,0.000192153117121332,0.02013995444975,0.02100931555025
"Abs","Prs",10,0.021943695,0.00159807576377898,0.00050535592870548,0.0208005004661164,0.0230868895338836
"Prs","Abs",10,0.0210073875,0.000889437399837204,0.000281264801962344,0.0203711223135979,0.0216436526864021
"Prs","Prs",10,0.02063115,0.00139685888176134,0.000441725563620168,0.0196318973522656,0.0216304026477344
