"MicB","MicP","n","Mean","SD","SE","CI95_low","CI95_high"
"Abs","Abs",10,510.98250421,76.1701814700751,24.087126323379,456.493638866343,565.471369553657
"Abs","Prs",10,491.84510949,90.5077070340752,28.6210500026921,427.099796219605,556.590422760395
"Prs","Abs",10,517.14137777,60.6850178718503,19.1902876323071,473.729931146419,560.552824393581
"Prs","Prs",10,480.7136414,59.23352115824,18.7312840691813,438.340532974494,523.086749825507
