"MicB","MicP","n","Mean","SD","SE","CI95_low","CI95_high"
"Abs","Abs",10,0.00229616,0.00194989741336991,0.000616611702991977,0.000901287419411499,0.0036910325805885
"Abs","Prs",10,0.00179451,0.00122817456160669,0.000388382897895592,0.000915926845617163,0.00267309315438284
"Prs","Abs",10,0.001326515,0.000928840267349559,0.000293725082730434,0.000662062700207855,0.00199096729979215
"Prs","Prs",10,0.00139827,0.00147320547412776,0.000465868475967198,0.000344402290168919,0.00245213770983108
