"MicB","MicP","n","Mean","SD","SE","CI95_low","CI95_high"
"Abs","Abs",10,372.88306425,302.823432796164,95.7611776506809,156.256230309521,589.509898190479
"Abs","Prs",10,370.436916625,209.025409826401,66.0996383901569,220.909146182335,519.964687067664
"Prs","Abs",10,224.86768147,129.934828785829,41.089000634723,131.917904371941,317.817458568059
"Prs","Prs",10,275.623801695,193.137997371591,61.0755974417843,137.461201469888,413.786401920112
