"MicB","MicP","n","Mean","SD","SE","CI95_low","CI95_high"
"Abs","Abs",10,8.9,1.91630431357397,0.605988632089928,7.52915847534348,10.2708415246565
"Abs","Prs",10,9.055,1.144661522023,0.361973755954765,8.23615847522196,9.87384152477804
"Prs","Abs",10,8.9,1.01077528000375,0.319635208740631,8.17693492306488,9.62306507693512
"Prs","Prs",10,8.48,0.931009010578189,0.294410899556687,7.81399627476198,9.14600372523802
