"","diff","lwr","upr","p adj"
"Prs:Abs-Abs:Abs",-5.93799999999999,-15.8367206847833,3.96072068478336,0.382909878862483
"Abs:Prs-Abs:Abs",-5.51499999999999,-15.4137206847833,4.38372068478335,0.447736272208592
"Prs:Prs-Abs:Abs",-12.023,-21.9217206847833,-2.12427931521665,0.0121041855779701
"Abs:Prs-Prs:Abs",0.422999999999995,-9.47572068478335,10.3217206847833,0.999444151391246
"Prs:Prs-Prs:Abs",-6.08500000000001,-15.9837206847834,3.81372068478334,0.361521019126666
"Prs:Prs-Abs:Prs",-6.508,-16.4067206847833,3.39072068478334,0.303742828463703
