"","diff","lwr","upr","p adj"
"40:0.5-20:0.5",13.12,-0.507041344930226,26.7470413449302,0.0617330643768746
"20:1-20:0.5",-1.795,-15.4220413449302,11.8320413449302,0.982387752306617
"40:1-20:0.5",22.4,8.77295865506978,36.0270413449302,0.000918553084918172
"20:1-40:0.5",-14.915,-28.5420413449302,-1.28795865506978,0.0287902729822606
"40:1-40:0.5",9.28000000000001,-4.34704134493021,22.9070413449302,0.257108339022291
"40:1-20:1",24.195,10.5679586550698,37.8220413449302,0.000397091386016402
