"term","df","sumsq","meansq","statistic","p.value"
"Volume",1,2088.6138375,2088.6138375,29.3710674964414,2.64083900266428e-05
"MS",1,84.0378375000001,84.0378375000001,1.18177949085214,0.289922399138204
"Volume:MS",1,183.9834375,183.9834375,2.58726139988997,0.12339872170001
"Residuals",20,1422.22535,71.1112675,NA,NA
