"Volume","MS","n","Mean","SD","SE","CI95_low","CI95_high"
"20","0.5",6,9.59333333333333,1.75765373912687,0.717559134225961,7.74878885689716,11.4378778097695
"20","1",6,7.58333333333333,1.74793211157261,0.713590296396406,5.7489910793304,9.41767558733627
"40","0.5",6,14.0933333333333,5.38265981338842,2.19746166696436,8.44457828772766,19.742088378939
"40","1",6,11.9616666666667,3.21836863436535,1.31389349306217,8.5841959194403,15.339137413893
