"MicB","MicP","n","Mean","SD","SE","CI95_low","CI95_high"
"Abs","Abs",10,60.1455,7.32273872946454,2.31565330954355,54.9071282792587,65.3838717207413
"Abs","Prs",10,54.6305,9.02402609395853,2.85364761217016,48.1751006140273,61.0858993859727
"Prs","Abs",10,54.2075,10.2625030112325,3.24528840098312,46.8661475983701,61.5488524016299
"Prs","Prs",10,48.1225,5.45881104779746,1.72622762275302,44.2175018185691,52.0274981814309
