"Df","Sum Sq","Mean Sq","F value","Pr(>F)","FDR"
1,57.852275625,57.852275625,9.09420878884946,0.00490540736738881,0.00650215078609297
1,1.98693062499999,1.98693062499999,0.31233969204317,0.580021076796719,0.580021076796719
3,87.5579271683674,29.1859757227891,4.58795015514717,0.0085995957266634,NA
1,4.17632716836735,4.17632716836735,0.656506435215566,0.423600761467899,0.718618652283647
33,209.927563788266,6.36144132691714,NA,NA,NA
