"Df","Sum Sq","Mean Sq","F value","Pr(>F)","FDR"
1,0.0431036168051998,0.0431036168051998,0.521721768788979,0.472415732229375,0.472415732229375
1,0.0946468835150018,0.0946468835150018,1.14559619674083,0.287999096782957,0.287999096782957
3,0.531088193474959,0.177029397824986,2.14274572313286,0.102165019647499,NA
1,0.0018752087012702,0.0018752087012702,0.0226973343071561,0.880662334062827,0.880662334062827
73,6.03111507898817,0.0826180147806598,NA,NA,NA
