"MicB","MicP","n","Mean","SD","SE","CI95_low","CI95_high"
"Abs","Abs",20,2.0303273745,0.20062719131547,0.0448616037916246,1.93643095864479,2.12422379035521
"Abs","Prs",20,2.1014228703,0.325980461052924,0.072891447025106,1.94885931831582,2.25398642228418
"Prs","Abs",20,1.9862069093,0.350871729899113,0.0784573039437361,1.82199388490174,2.15041993369826
"Prs","Prs",20,2.0526954849,0.275402846543924,0.0615819486069156,1.92380298514839,2.18158798465161
