"MicB","MicP","n","Mean","SD","SE","CI95_low","CI95_high"
"Abs","Abs",10,25.035,17.4634648782982,5.52243248537776,12.5423897971332,37.5276102028668
"Abs","Prs",10,17.665,17.2484274645546,5.45443168441956,5.32621829609681,30.0037817039032
"Prs","Abs",10,12.381,9.80223494923479,3.09973885996869,5.36890353511788,19.3930964648821
"Prs","Prs",10,18.239,13.7182218235455,4.33808264098323,8.42557528088924,28.0524247191108
