"MicB","MicP","n","Mean","SD","SE","CI95_low","CI95_high"
"Abs","Abs",10,5.626,2.99935993171877,0.948480890687841,3.48038715935328,7.77161284064672
"Abs","Prs",10,4.188,4.49433421098164,1.42123326727177,0.972946984434063,7.40305301556594
"Prs","Abs",10,2.189,2.62127386334711,0.828919577924582,0.313853639414243,4.06414636058576
"Prs","Prs",10,3.828,2.91340884722881,0.921300771252858,1.74387286121884,5.91212713878116
