"Df","Sum Sq","Mean Sq","F value","Pr(>F)","FDR"
1,364.816,364.816,1.52536640188663,0.225530680221027,0.225530680221027
1,5.71536000000001,5.71536000000001,0.0238970278679848,0.878088810855538,0.923621416308467
3,100.041691122449,33.3472303741497,0.139431233303093,0.935686869251746,NA
1,425.714008265307,425.714008265307,1.7799927772367,0.191284585245163,0.191284585245163
33,7892.48274061224,239.166143654916,NA,NA,NA
