"MicB","MicP","n","Mean","SD","SE","CI95_low","CI95_high"
"Abs","Abs",20,14.166,4.28763755341723,0.958744903232181,12.1593238554937,16.1726761445063
"Abs","Prs",20,13.307,4.51854785709326,1.01037801680465,11.1922545067825,15.4217454932175
"Prs","Abs",20,11.3475,3.60752849498175,0.806667894554669,9.65912469277817,13.0358753072218
"Prs","Prs",20,11.315,2.89366549552639,0.647043275214263,9.96072286073341,12.6692771392666
