"Df","Sum Sq","Mean Sq","F value","Pr(>F)","FDR"
1,115.70455125,115.70455125,8.7661169437446,0.00413745087054466,0.00827490174108932
1,3.97386125,3.97386125,0.301071410410186,0.584885853657457,0.584885853657457
3,175.115854336734,58.3719514455782,4.42243063974997,0.00650654460596025,NA
1,8.3526543367347,8.3526543367347,0.632821647164826,0.428901292525471,0.803214712169286
73,963.531777576531,13.1990654462538,NA,NA,NA
