"MicB","MicP","n","Mean","SD","SE","CI95_low","CI95_high"
"Abs","Abs",20,60.1455,16.9695360092261,3.794503606326,52.2035126774206,68.0874873225794
"Abs","Prs",20,54.6305,15.1567999243695,3.3891634952254,47.5368992801707,61.7241007198293
"Prs","Abs",20,54.2075,12.762124008586,2.85369768204803,48.2346421074642,60.1803578925358
"Prs","Prs",20,48.1225,12.6626969252625,2.83146511033645,42.1961754148479,54.0488245851521
