"MicB","MicP","n","Mean","SD","SE","CI95_low","CI95_high"
"Abs","Abs",10,0.5225570975,0.0403313891024368,0.0127539050762194,0.493705759778182,0.551408435221818
"Abs","Prs",10,0.6832926176,0.0897876731414526,0.0283933552933716,0.619062385547225,0.747522849652775
"Prs","Abs",10,0.6127617512,0.0742630892215794,0.0234840508020492,0.559637137466628,0.665886364933372
"Prs","Prs",10,0.7369530808,0.0927585294323042,0.0293328225413847,0.670597626182918,0.803308535417082
