"MicB","MicP","n","Mean","SD","SE","CI95_low","CI95_high"
"Abs","Abs",10,2.0303273745,0.168909125566498,0.0534137554377511,1.90949706504454,2.15115768395546
"Abs","Prs",10,2.1014228701,0.296862307762437,0.0938761043983185,1.88906036811975,2.31378537208025
"Prs","Abs",10,1.9862069093,0.34438071386886,0.108902743806033,1.7398517873508,2.2325620312492
"Prs","Prs",10,2.052695485,0.254818455552011,0.0805806709390733,1.87040934305209,2.23498162694791
