"term","df","sumsq","meansq","statistic","p.value"
"Volume",1,336378.023610099,336378.023610099,24.2515409780106,0.000152415474841808
"MS",1,6037.86910440766,6037.86910440766,0.435306767171963,0.518781654762618
"Volume:MS",1,21652.0663665588,21652.0663665588,1.56102937139512,0.22948374360175
"Residuals",16,221926.036891495,13870.3773057185,NA,NA
