"Df","Sum Sq","Mean Sq","F value","Pr(>F)","FDR"
1,1.97764255008333e-06,1.97764255008333e-06,1.06573399095059,0.317264122431363,0.317264122431363
1,6.010391205e-07,6.010391205e-07,0.323894639393205,0.577179159535688,0.577179159535688
1,2.49678264083336e-07,2.49678264083336e-07,0.134549397121304,0.718566845859036,0.718566845859036
16,2.96905992208334e-05,1.85566245130208e-06,NA,NA,NA
