"term","df","sumsq","meansq","statistic","p.value"
"Volume",1,8616.82311840742,8616.82311840742,15.6168052777592,0.00114212378389235
"MS",1,57.7751588696121,57.7751588696121,0.10470951922303,0.750440669171954
"Volume:MS",1,162.33327557676,162.33327557676,0.294206707036551,0.595012260630356
"Residuals",16,8828.25696052359,551.766060032724,NA,NA
