"Volume","MS","n","Mean","SD","SE","CI95_low","CI95_high"
"20","0.5",6,217.998248516667,30.5755696519013,12.4824240403475,185.911156013839,250.085341019494
"20","1",6,150.149769575,48.3044782115723,19.7202206516233,99.457328573197,200.842210576803
"40","0.5",4,319.216330425,59.8987589074604,29.9493794537302,223.904038436937,414.528622413063
"40","1",4,346.99466735,138.327332924452,69.1636664622261,126.885012557414,567.104322142586
