"Volume","MS","n","Mean","SD","SE","CI95_low","CI95_high"
"20","0.5",6,34.730944,14.182665306196,5.79004886547566,19.8471495589616,49.6147384410384
"20","1",6,26.6793165083333,9.6733661275296,3.949135184595,16.5277413363412,36.8308916803255
"40","0.5",4,71.2849603,24.2803914859295,12.1401957429648,32.6494392123808,109.920481387619
"40","1",4,74.8642282875,43.1510320126472,21.5755160063236,6.20130708858593,143.527149486414
