"","diff","lwr","upr","p adj"
"40:0.5-20:0.5",59.7889843333333,-10.8484407869473,130.426409453614,0.112822046059015
"20:1-20:0.5",-12.5803310833333,-75.7603648131328,50.5997026464661,0.939673883740254
"40:1-20:0.5",74.2766252208333,3.63920010055277,144.914050341114,0.0375974169060774
"20:1-40:0.5",-72.3693154166667,-143.006740536947,-1.7318902963861,0.043682919729401
"40:1-40:0.5",14.4876408875,-62.8917813974195,91.8670631724195,0.949040034145491
"40:1-20:1",86.8569563041667,16.2195311838861,157.494381424447,0.0136388561335383
