"Volume","MS","n","Mean","SD","SE","CI95_low","CI95_high"
"20","0.5",6,336.422454966667,60.682932695905,24.7737035334369,272.739622662175,400.105287271159
"20","1",6,247.942019583333,64.1343042682206,26.1827200775903,180.63719494433,315.246844222337
"40","0.5",4,533.983536425,98.5247245215578,49.2623622607789,377.208713658637,690.758359191363
"40","1",4,579.828782275,226.440968276964,113.220484138482,219.510670846056,940.146893703944
