"term","df","sumsq","meansq","statistic","p.value"
"Volume",1,25806.0382865486,25806.0382865486,17.6393309949847,0.000678608052034771
"MS",1,15.3675395325894,15.3675395325894,0.0105042515005162,0.919641082165074
"Volume:MS",1,879.210127936585,879.210127936585,0.600970915744945,0.449514270063804
"Residuals",16,23407.7251967308,1462.98282479568,NA,NA
