"Volume","MS","n","Mean","SD","SE","CI95_low","CI95_high"
"20","0.5",6,0.0230335666666667,0.0010924116461603,0.000445975187027759,0.0218871509517486,0.0241799823815847
"20","1",6,0.0225044,0.00115878018105247,0.000473070027938077,0.0212883347791984,0.0237204652208016
"40","0.5",4,0.023447375,0.00105853439756738,0.000529267198783689,0.021763010558723,0.025131739441277
"40","1",4,0.02337435,0.0021329510421792,0.0010664755210896,0.0199803489182329,0.0267683510817671
