"MicB","MicP","n","Mean","SD","SE","CI95_low","CI95_high"
"Abs","Abs",10,19.03,19.2769320980054,6.09590117301053,5.24011349776426,32.8198865022357
"Abs","Prs",10,21.76,14.0783679609692,4.45197084946032,11.6889422543245,31.8310577456755
"Prs","Abs",10,12.8,10.1324561023804,3.20416395751944,5.55167755271755,20.0483224472825
"Prs","Prs",10,17.75,12.7381535379173,4.02815783647507,8.63767389733619,26.8623261026638
