"MicB","MicP","n","Mean","SD","SE","CI95_low","CI95_high"
"Abs","Abs",10,6.06,5.84393322647988,1.8480139489613,1.87950200840619,10.2404979915938
"Abs","Prs",10,6.57,3.78125493571762,1.19573780106213,3.86505316849874,9.27494683150126
"Prs","Abs",10,3.6,2.22760459288048,0.704430423975443,2.00646767071098,5.19353232928902
"Prs","Prs",10,5.12,3.70099085831529,1.17035607117378,2.47247063056986,7.76752936943014
