"Df","Sum Sq","Mean Sq","F value","Pr(>F)","FDR"
1,123.633480680097,123.633480680097,0.00288398488255788,0.957318691799946,0.957318691799946
1,15437.4189860814,15437.4189860814,0.360107009336491,0.550305148762018,0.550305148762018
3,117596.449061528,39198.8163538428,0.914386565489976,0.438334427752134,NA
1,2891.55781228674,2891.55781228674,0.0674510575274903,0.79581591268351,0.79581591268351
73,3129435.29774759,42868.9766814739,NA,NA,NA
